image,split,ih,iw,sh,sw,color,object,part,material,scene,texture
ade20k/ADE_train_00007855.jpg,train,224,224,112,112,ade20k/ADE_train_00007855_color.png,ade20k/ADE_train_00007855_object.png,,,1139,
ade20k/ADE_train_00017934.jpg,train,224,224,112,112,ade20k/ADE_train_00017934_color.png,ade20k/ADE_train_00017934_object.png,ade20k/ADE_train_00017934_part_1.png,,59,
ade20k/ADE_train_00012260.jpg,train,224,224,112,112,ade20k/ADE_train_00012260_color.png,ade20k/ADE_train_00012260_object.png,ade20k/ADE_train_00012260_part_1.png,,1134,
ade20k/ADE_train_00017811.jpg,train,224,224,112,112,ade20k/ADE_train_00017811_color.png,ade20k/ADE_train_00017811_object.png,ade20k/ADE_train_00017811_part_1.png,,59,
ade20k/ADE_train_00015681.jpg,train,224,224,112,112,ade20k/ADE_train_00015681_color.png,ade20k/ADE_train_00015681_object.png,,,933,
ade20k/ADE_train_00018913.jpg,train,224,224,112,112,ade20k/ADE_train_00018913_color.png,ade20k/ADE_train_00018913_object.png,ade20k/ADE_train_00018913_part_1.png,,945,
ade20k/ADE_train_00003696.jpg,train,224,224,112,112,ade20k/ADE_train_00003696_color.png,ade20k/ADE_train_00003696_object.png,ade20k/ADE_train_00003696_part_1.png,,83,
ade20k/ADE_train_00001955.jpg,train,224,224,112,112,ade20k/ADE_train_00001955_color.png,ade20k/ADE_train_00001955_object.png,,,428,
ade20k/ADE_train_00017219.jpg,train,224,224,112,112,ade20k/ADE_train_00017219_color.png,ade20k/ADE_train_00017219_object.png,ade20k/ADE_train_00017219_part_1.png,,59,
ade20k/ADE_train_00003348.jpg,train,224,224,112,112,ade20k/ADE_train_00003348_color.png,ade20k/ADE_train_00003348_object.png,ade20k/ADE_train_00003348_part_1.png,,83,
ade20k/ADE_train_00005030.jpg,train,224,224,112,112,ade20k/ADE_train_00005030_color.png,ade20k/ADE_train_00005030_object.png,,,897,
ade20k/ADE_train_00012680.jpg,train,224,224,112,112,ade20k/ADE_train_00012680_color.png,ade20k/ADE_train_00012680_object.png,,,,
ade20k/ADE_train_00007775.jpg,train,224,224,112,112,ade20k/ADE_train_00007775_color.png,ade20k/ADE_train_00007775_object.png,,,532,
ade20k/ADE_train_00002038.jpg,train,224,224,112,112,ade20k/ADE_train_00002038_color.png,ade20k/ADE_train_00002038_object.png,,,0,
ade20k/ADE_train_00004963.jpg,train,224,224,112,112,ade20k/ADE_train_00004963_color.png,ade20k/ADE_train_00004963_object.png,ade20k/ADE_train_00004963_part_1.png;ade20k/ADE_train_00004963_part_2.png,,1117,
ade20k/ADE_train_00011293.jpg,train,224,224,112,112,ade20k/ADE_train_00011293_color.png,ade20k/ADE_train_00011293_object.png,ade20k/ADE_train_00011293_part_1.png;ade20k/ADE_train_00011293_part_2.png,,126,
ade20k/ADE_val_00000817.jpg,train,224,224,112,112,ade20k/ADE_val_00000817_color.png,ade20k/ADE_val_00000817_object.png,ade20k/ADE_val_00000817_part_1.png,,59,
ade20k/ADE_train_00011144.jpg,train,224,224,112,112,ade20k/ADE_train_00011144_color.png,ade20k/ADE_train_00011144_object.png,,,126,
ade20k/ADE_train_00002541.jpg,train,224,224,112,112,ade20k/ADE_train_00002541_color.png,ade20k/ADE_train_00002541_object.png,ade20k/ADE_train_00002541_part_1.png,,130,
ade20k/ADE_train_00019898.jpg,train,224,224,112,112,ade20k/ADE_train_00019898_color.png,ade20k/ADE_train_00019898_object.png,ade20k/ADE_train_00019898_part_1.png,,745,
ade20k/ADE_train_00016101.jpg,train,224,224,112,112,ade20k/ADE_train_00016101_color.png,ade20k/ADE_train_00016101_object.png,,,766,
ade20k/ADE_train_00014609.jpg,train,224,224,112,112,ade20k/ADE_train_00014609_color.png,ade20k/ADE_train_00014609_object.png,,,,
ade20k/ADE_train_00000783.jpg,train,224,224,112,112,ade20k/ADE_train_00000783_color.png,ade20k/ADE_train_00000783_object.png,ade20k/ADE_train_00000783_part_1.png;ade20k/ADE_train_00000783_part_2.png,,126,
ade20k/ADE_train_00008307.jpg,train,224,224,112,112,ade20k/ADE_train_00008307_color.png,ade20k/ADE_train_00008307_object.png,ade20k/ADE_train_00008307_part_1.png;ade20k/ADE_train_00008307_part_2.png,,616,
ade20k/ADE_train_00015418.jpg,train,224,224,112,112,ade20k/ADE_train_00015418_color.png,ade20k/ADE_train_00015418_object.png,ade20k/ADE_train_00015418_part_1.png;ade20k/ADE_train_00015418_part_2.png,,574,
ade20k/ADE_train_00015237.jpg,train,224,224,112,112,ade20k/ADE_train_00015237_color.png,ade20k/ADE_train_00015237_object.png,,,482,
ade20k/ADE_train_00001419.jpg,train,224,224,112,112,ade20k/ADE_train_00001419_color.png,ade20k/ADE_train_00001419_object.png,ade20k/ADE_train_00001419_part_1.png,,467,
ade20k/ADE_train_00006388.jpg,train,224,224,112,112,ade20k/ADE_train_00006388_color.png,ade20k/ADE_train_00006388_object.png,ade20k/ADE_train_00006388_part_1.png,,709,
ade20k/ADE_val_00001807.jpg,train,224,224,112,112,ade20k/ADE_val_00001807_color.png,ade20k/ADE_val_00001807_object.png,ade20k/ADE_val_00001807_part_1.png;ade20k/ADE_val_00001807_part_2.png,,59,
ade20k/ADE_train_00002230.jpg,train,224,224,112,112,ade20k/ADE_train_00002230_color.png,ade20k/ADE_train_00002230_object.png,,,592,
ade20k/ADE_train_00019850.jpg,train,224,224,112,112,ade20k/ADE_train_00019850_color.png,ade20k/ADE_train_00019850_object.png,,,0,
ade20k/ADE_train_00018036.jpg,train,224,224,112,112,ade20k/ADE_train_00018036_color.png,ade20k/ADE_train_00018036_object.png,ade20k/ADE_train_00018036_part_1.png;ade20k/ADE_train_00018036_part_2.png,,59,
ade20k/ADE_train_00006820.jpg,train,224,224,112,112,ade20k/ADE_train_00006820_color.png,ade20k/ADE_train_00006820_object.png,,,768,
ade20k/ADE_train_00005844.jpg,train,224,224,112,112,ade20k/ADE_train_00005844_color.png,ade20k/ADE_train_00005844_object.png,,,440,
ade20k/ADE_train_00001078.jpg,train,224,224,112,112,ade20k/ADE_train_00001078_color.png,ade20k/ADE_train_00001078_object.png,,,878,
ade20k/ADE_train_00003516.jpg,train,224,224,112,112,ade20k/ADE_train_00003516_color.png,ade20k/ADE_train_00003516_object.png,ade20k/ADE_train_00003516_part_1.png;ade20k/ADE_train_00003516_part_2.png,,83,
ade20k/ADE_train_00016551.jpg,train,224,224,112,112,ade20k/ADE_train_00016551_color.png,ade20k/ADE_train_00016551_object.png,,,223,
ade20k/ADE_train_00001250.jpg,train,224,224,112,112,ade20k/ADE_train_00001250_color.png,ade20k/ADE_train_00001250_object.png,ade20k/ADE_train_00001250_part_1.png,,444,
ade20k/ADE_train_00005650.jpg,train,224,224,112,112,ade20k/ADE_train_00005650_color.png,ade20k/ADE_train_00005650_object.png,,,1129,
ade20k/ADE_train_00013896.jpg,train,224,224,112,112,ade20k/ADE_train_00013896_color.png,ade20k/ADE_train_00013896_object.png,ade20k/ADE_train_00013896_part_1.png,,489,
ade20k/ADE_train_00004554.jpg,train,224,224,112,112,ade20k/ADE_train_00004554_color.png,ade20k/ADE_train_00004554_object.png,,,533,
ade20k/ADE_train_00016884.jpg,train,224,224,112,112,ade20k/ADE_train_00016884_color.png,ade20k/ADE_train_00016884_object.png,ade20k/ADE_train_00016884_part_1.png;ade20k/ADE_train_00016884_part_2.png,,59,
ade20k/ADE_train_00018263.jpg,train,224,224,112,112,ade20k/ADE_train_00018263_color.png,ade20k/ADE_train_00018263_object.png,ade20k/ADE_train_00018263_part_1.png,,59,
ade20k/ADE_train_00010845.jpg,train,224,224,112,112,ade20k/ADE_train_00010845_color.png,ade20k/ADE_train_00010845_object.png,,,562,
ade20k/ADE_train_00004077.jpg,train,224,224,112,112,ade20k/ADE_train_00004077_color.png,ade20k/ADE_train_00004077_object.png,ade20k/ADE_train_00004077_part_1.png,,83,
ade20k/ADE_train_00016058.jpg,train,224,224,112,112,ade20k/ADE_train_00016058_color.png,ade20k/ADE_train_00016058_object.png,,,947,
ade20k/ADE_train_00014131.jpg,train,224,224,112,112,ade20k/ADE_train_00014131_color.png,ade20k/ADE_train_00014131_object.png,ade20k/ADE_train_00014131_part_1.png,,672,
ade20k/ADE_train_00000051.jpg,train,224,224,112,112,ade20k/ADE_train_00000051_color.png,ade20k/ADE_train_00000051_object.png,,,130,
ade20k/ADE_val_00001256.jpg,train,224,224,112,112,ade20k/ADE_val_00001256_color.png,ade20k/ADE_val_00001256_object.png,ade20k/ADE_val_00001256_part_1.png;ade20k/ADE_val_00001256_part_2.png;ade20k/ADE_val_00001256_part_3.png,,456,
ade20k/ADE_train_00019478.jpg,train,224,224,112,112,ade20k/ADE_train_00019478_color.png,ade20k/ADE_train_00019478_object.png,,,913,
ade20k/ADE_train_00011532.jpg,train,224,224,112,112,ade20k/ADE_train_00011532_color.png,ade20k/ADE_train_00011532_object.png,,,491,
ade20k/ADE_train_00013538.jpg,train,224,224,112,112,ade20k/ADE_train_00013538_color.png,ade20k/ADE_train_00013538_object.png,,,,
ade20k/ADE_train_00016229.jpg,train,224,224,112,112,ade20k/ADE_train_00016229_color.png,ade20k/ADE_train_00016229_object.png,ade20k/ADE_train_00016229_part_1.png,,555,
ade20k/ADE_train_00016033.jpg,train,224,224,112,112,ade20k/ADE_train_00016033_color.png,ade20k/ADE_train_00016033_object.png,,,875,
ade20k/ADE_train_00015273.jpg,train,224,224,112,112,ade20k/ADE_train_00015273_color.png,ade20k/ADE_train_00015273_object.png,ade20k/ADE_train_00015273_part_1.png,,482,
ade20k/ADE_train_00007385.jpg,train,224,224,112,112,ade20k/ADE_train_00007385_color.png,ade20k/ADE_train_00007385_object.png,ade20k/ADE_train_00007385_part_1.png,,484,
ade20k/ADE_train_00018934.jpg,train,224,224,112,112,ade20k/ADE_train_00018934_color.png,ade20k/ADE_train_00018934_object.png,ade20k/ADE_train_00018934_part_1.png;ade20k/ADE_train_00018934_part_2.png,,639,
ade20k/ADE_train_00001993.jpg,train,224,224,112,112,ade20k/ADE_train_00001993_color.png,ade20k/ADE_train_00001993_object.png,,,583,
ade20k/ADE_train_00000360.jpg,train,224,224,112,112,ade20k/ADE_train_00000360_color.png,ade20k/ADE_train_00000360_object.png,ade20k/ADE_train_00000360_part_1.png;ade20k/ADE_train_00000360_part_2.png,,83,
ade20k/ADE_train_00013743.jpg,train,224,224,112,112,ade20k/ADE_train_00013743_color.png,ade20k/ADE_train_00013743_object.png,,,,
ade20k/ADE_train_00006853.jpg,train,224,224,112,112,ade20k/ADE_train_00006853_color.png,ade20k/ADE_train_00006853_object.png,,,186,
ade20k/ADE_train_00010609.jpg,train,224,224,112,112,ade20k/ADE_train_00010609_color.png,ade20k/ADE_train_00010609_object.png,,,134,
ade20k/ADE_train_00020071.jpg,train,224,224,112,112,ade20k/ADE_train_00020071_color.png,ade20k/ADE_train_00020071_object.png,,,960,
ade20k/ADE_train_00007677.jpg,train,224,224,112,112,ade20k/ADE_train_00007677_color.png,ade20k/ADE_train_00007677_object.png,ade20k/ADE_train_00007677_part_1.png,,0,
ade20k/ADE_train_00016889.jpg,train,224,224,112,112,ade20k/ADE_train_00016889_color.png,ade20k/ADE_train_00016889_object.png,ade20k/ADE_train_00016889_part_1.png;ade20k/ADE_train_00016889_part_2.png,,59,
ade20k/ADE_train_00015941.jpg,train,224,224,112,112,ade20k/ADE_train_00015941_color.png,ade20k/ADE_train_00015941_object.png,ade20k/ADE_train_00015941_part_1.png,,0,
ade20k/ADE_train_00010751.jpg,train,224,224,112,112,ade20k/ADE_train_00010751_color.png,ade20k/ADE_train_00010751_object.png,ade20k/ADE_train_00010751_part_1.png;ade20k/ADE_train_00010751_part_2.png,,841,
ade20k/ADE_train_00001256.jpg,train,224,224,112,112,ade20k/ADE_train_00001256_color.png,ade20k/ADE_train_00001256_object.png,ade20k/ADE_train_00001256_part_1.png,,444,
ade20k/ADE_train_00005349.jpg,train,224,224,112,112,ade20k/ADE_train_00005349_color.png,ade20k/ADE_train_00005349_object.png,,,0,
ade20k/ADE_train_00016259.jpg,train,224,224,112,112,ade20k/ADE_train_00016259_color.png,ade20k/ADE_train_00016259_object.png,ade20k/ADE_train_00016259_part_1.png,,815,
ade20k/ADE_train_00019311.jpg,train,224,224,112,112,ade20k/ADE_train_00019311_color.png,ade20k/ADE_train_00019311_object.png,ade20k/ADE_train_00019311_part_1.png,,0,
ade20k/ADE_train_00010060.jpg,train,224,224,112,112,ade20k/ADE_train_00010060_color.png,ade20k/ADE_train_00010060_object.png,,,1161,
ade20k/ADE_train_00003845.jpg,train,224,224,112,112,ade20k/ADE_train_00003845_color.png,ade20k/ADE_train_00003845_object.png,ade20k/ADE_train_00003845_part_1.png,,83,
ade20k/ADE_train_00015814.jpg,train,224,224,112,112,ade20k/ADE_train_00015814_color.png,ade20k/ADE_train_00015814_object.png,ade20k/ADE_train_00015814_part_1.png;ade20k/ADE_train_00015814_part_2.png,,695,
ade20k/ADE_train_00019405.jpg,train,224,224,112,112,ade20k/ADE_train_00019405_color.png,ade20k/ADE_train_00019405_object.png,,,609,
ade20k/ADE_train_00019673.jpg,train,224,224,112,112,ade20k/ADE_train_00019673_color.png,ade20k/ADE_train_00019673_object.png,ade20k/ADE_train_00019673_part_1.png;ade20k/ADE_train_00019673_part_2.png,,410,
ade20k/ADE_val_00000180.jpg,train,224,224,112,112,ade20k/ADE_val_00000180_color.png,ade20k/ADE_val_00000180_object.png,ade20k/ADE_val_00000180_part_1.png,,83,
ade20k/ADE_train_00012014.jpg,train,224,224,112,112,ade20k/ADE_train_00012014_color.png,ade20k/ADE_train_00012014_object.png,,,431,
ade20k/ADE_train_00014252.jpg,train,224,224,112,112,ade20k/ADE_train_00014252_color.png,ade20k/ADE_train_00014252_object.png,,,,
ade20k/ADE_val_00001660.jpg,train,224,224,112,112,ade20k/ADE_val_00001660_color.png,ade20k/ADE_val_00001660_object.png,,,,
ade20k/ADE_train_00012602.jpg,train,224,224,112,112,ade20k/ADE_train_00012602_color.png,ade20k/ADE_train_00012602_object.png,ade20k/ADE_train_00012602_part_1.png,,,
ade20k/ADE_val_00001320.jpg,train,224,224,112,112,ade20k/ADE_val_00001320_color.png,ade20k/ADE_val_00001320_object.png,ade20k/ADE_val_00001320_part_1.png,,186,
ade20k/ADE_train_00012880.jpg,train,224,224,112,112,ade20k/ADE_train_00012880_color.png,ade20k/ADE_train_00012880_object.png,ade20k/ADE_train_00012880_part_1.png,,,
ade20k/ADE_train_00008041.jpg,train,224,224,112,112,ade20k/ADE_train_00008041_color.png,ade20k/ADE_train_00008041_object.png,,,1148,
ade20k/ADE_train_00020051.jpg,train,224,224,112,112,ade20k/ADE_train_00020051_color.png,ade20k/ADE_train_00020051_object.png,,,743,
ade20k/ADE_train_00003906.jpg,train,224,224,112,112,ade20k/ADE_train_00003906_color.png,ade20k/ADE_train_00003906_object.png,ade20k/ADE_train_00003906_part_1.png;ade20k/ADE_train_00003906_part_2.png,,83,
ade20k/ADE_val_00001601.jpg,train,224,224,112,112,ade20k/ADE_val_00001601_color.png,ade20k/ADE_val_00001601_object.png,ade20k/ADE_val_00001601_part_1.png,,,
ade20k/ADE_train_00000342.jpg,train,224,224,112,112,ade20k/ADE_train_00000342_color.png,ade20k/ADE_train_00000342_object.png,ade20k/ADE_train_00000342_part_1.png,,83,
ade20k/ADE_train_00010112.jpg,train,224,224,112,112,ade20k/ADE_train_00010112_color.png,ade20k/ADE_train_00010112_object.png,ade20k/ADE_train_00010112_part_1.png,,727,
ade20k/ADE_val_00000005.jpg,train,224,224,112,112,ade20k/ADE_val_00000005_color.png,ade20k/ADE_val_00000005_object.png,,,730,
ade20k/ADE_train_00020115.jpg,train,224,224,112,112,ade20k/ADE_train_00020115_color.png,ade20k/ADE_train_00020115_object.png,,,952,
ade20k/ADE_train_00001353.jpg,train,224,224,112,112,ade20k/ADE_train_00001353_color.png,ade20k/ADE_train_00001353_object.png,,,690,
ade20k/ADE_train_00014870.jpg,train,224,224,112,112,ade20k/ADE_train_00014870_color.png,ade20k/ADE_train_00014870_object.png,,,,
ade20k/ADE_train_00015445.jpg,train,224,224,112,112,ade20k/ADE_train_00015445_color.png,ade20k/ADE_train_00015445_object.png,,,598,
ade20k/ADE_train_00009961.jpg,train,224,224,112,112,ade20k/ADE_train_00009961_color.png,ade20k/ADE_train_00009961_object.png,,,1087,
ade20k/ADE_train_00003888.jpg,train,224,224,112,112,ade20k/ADE_train_00003888_color.png,ade20k/ADE_train_00003888_object.png,,,83,
ade20k/ADE_train_00010886.jpg,train,224,224,112,112,ade20k/ADE_train_00010886_color.png,ade20k/ADE_train_00010886_object.png,ade20k/ADE_train_00010886_part_1.png;ade20k/ADE_train_00010886_part_2.png,,651,
ade20k/ADE_train_00016886.jpg,train,224,224,112,112,ade20k/ADE_train_00016886_color.png,ade20k/ADE_train_00016886_object.png,ade20k/ADE_train_00016886_part_1.png,,59,
ade20k/ADE_train_00018088.jpg,train,224,224,112,112,ade20k/ADE_train_00018088_color.png,ade20k/ADE_train_00018088_object.png,ade20k/ADE_train_00018088_part_1.png,,59,
ade20k/ADE_train_00010210.jpg,train,224,224,112,112,ade20k/ADE_train_00010210_color.png,ade20k/ADE_train_00010210_object.png,ade20k/ADE_train_00010210_part_1.png,,134,
ade20k/ADE_train_00001225.jpg,train,224,224,112,112,ade20k/ADE_train_00001225_color.png,ade20k/ADE_train_00001225_object.png,ade20k/ADE_train_00001225_part_1.png;ade20k/ADE_train_00001225_part_2.png,,647,
ade20k/ADE_train_00003511.jpg,train,224,224,112,112,ade20k/ADE_train_00003511_color.png,ade20k/ADE_train_00003511_object.png,ade20k/ADE_train_00003511_part_1.png;ade20k/ADE_train_00003511_part_2.png,,83,
ade20k/ADE_train_00005012.jpg,train,224,224,112,112,ade20k/ADE_train_00005012_color.png,ade20k/ADE_train_00005012_object.png,,,1040,
ade20k/ADE_train_00006129.jpg,train,224,224,112,112,ade20k/ADE_train_00006129_color.png,ade20k/ADE_train_00006129_object.png,,,301,
ade20k/ADE_train_00005157.jpg,train,224,224,112,112,ade20k/ADE_train_00005157_color.png,ade20k/ADE_train_00005157_object.png,,,819,
ade20k/ADE_train_00006124.jpg,train,224,224,112,112,ade20k/ADE_train_00006124_color.png,ade20k/ADE_train_00006124_object.png,ade20k/ADE_train_00006124_part_1.png,,301,
ade20k/ADE_train_00016665.jpg,train,224,224,112,112,ade20k/ADE_train_00016665_color.png,ade20k/ADE_train_00016665_object.png,,,223,
ade20k/ADE_train_00005824.jpg,train,224,224,112,112,ade20k/ADE_train_00005824_color.png,ade20k/ADE_train_00005824_object.png,,,440,
ade20k/ADE_val_00001823.jpg,train,224,224,112,112,ade20k/ADE_val_00001823_color.png,ade20k/ADE_val_00001823_object.png,ade20k/ADE_val_00001823_part_1.png;ade20k/ADE_val_00001823_part_2.png,,59,
ade20k/ADE_train_00005555.jpg,train,224,224,112,112,ade20k/ADE_train_00005555_color.png,ade20k/ADE_train_00005555_object.png,,,688,
ade20k/ADE_train_00016066.jpg,train,224,224,112,112,ade20k/ADE_train_00016066_color.png,ade20k/ADE_train_00016066_object.png,,,0,
ade20k/ADE_train_00002080.jpg,train,224,224,112,112,ade20k/ADE_train_00002080_color.png,ade20k/ADE_train_00002080_object.png,,,674,
ade20k/ADE_train_00013552.jpg,train,224,224,112,112,ade20k/ADE_train_00013552_color.png,ade20k/ADE_train_00013552_object.png,ade20k/ADE_train_00013552_part_1.png,,,
ade20k/ADE_train_00008112.jpg,train,224,224,112,112,ade20k/ADE_train_00008112_color.png,ade20k/ADE_train_00008112_object.png,,,429,
ade20k/ADE_train_00012253.jpg,train,224,224,112,112,ade20k/ADE_train_00012253_color.png,ade20k/ADE_train_00012253_object.png,,,554,
ade20k/ADE_train_00016988.jpg,train,224,224,112,112,ade20k/ADE_train_00016988_color.png,ade20k/ADE_train_00016988_object.png,ade20k/ADE_train_00016988_part_1.png;ade20k/ADE_train_00016988_part_2.png,,59,
ade20k/ADE_train_00006369.jpg,train,224,224,112,112,ade20k/ADE_train_00006369_color.png,ade20k/ADE_train_00006369_object.png,ade20k/ADE_train_00006369_part_1.png,,1105,
ade20k/ADE_train_00007265.jpg,train,224,224,112,112,ade20k/ADE_train_00007265_color.png,ade20k/ADE_train_00007265_object.png,,,1091,
ade20k/ADE_train_00007651.jpg,train,224,224,112,112,ade20k/ADE_train_00007651_color.png,ade20k/ADE_train_00007651_object.png,,,957,
ade20k/ADE_train_00010996.jpg,train,224,224,112,112,ade20k/ADE_train_00010996_color.png,ade20k/ADE_train_00010996_object.png,,,1058,
ade20k/ADE_train_00003918.jpg,train,224,224,112,112,ade20k/ADE_train_00003918_color.png,ade20k/ADE_train_00003918_object.png,ade20k/ADE_train_00003918_part_1.png;ade20k/ADE_train_00003918_part_2.png,,83,
ade20k/ADE_train_00016976.jpg,train,224,224,112,112,ade20k/ADE_train_00016976_color.png,ade20k/ADE_train_00016976_object.png,ade20k/ADE_train_00016976_part_1.png,,59,
ade20k/ADE_train_00016067.jpg,train,224,224,112,112,ade20k/ADE_train_00016067_color.png,ade20k/ADE_train_00016067_object.png,,,0,
ade20k/ADE_train_00004562.jpg,train,224,224,112,112,ade20k/ADE_train_00004562_color.png,ade20k/ADE_train_00004562_object.png,,,533,
ade20k/ADE_train_00014639.jpg,train,224,224,112,112,ade20k/ADE_train_00014639_color.png,ade20k/ADE_train_00014639_object.png,,,,
ade20k/ADE_train_00019469.jpg,train,224,224,112,112,ade20k/ADE_train_00019469_color.png,ade20k/ADE_train_00019469_object.png,,,0,
ade20k/ADE_train_00004555.jpg,train,224,224,112,112,ade20k/ADE_train_00004555_color.png,ade20k/ADE_train_00004555_object.png,,,533,
ade20k/ADE_train_00001482.jpg,train,224,224,112,112,ade20k/ADE_train_00001482_color.png,ade20k/ADE_train_00001482_object.png,ade20k/ADE_train_00001482_part_1.png,,0,
ade20k/ADE_train_00007120.jpg,train,224,224,112,112,ade20k/ADE_train_00007120_color.png,ade20k/ADE_train_00007120_object.png,,,186,
ade20k/ADE_train_00015665.jpg,train,224,224,112,112,ade20k/ADE_train_00015665_color.png,ade20k/ADE_train_00015665_object.png,,,0,
ade20k/ADE_val_00001406.jpg,train,224,224,112,112,ade20k/ADE_val_00001406_color.png,ade20k/ADE_val_00001406_object.png,,,233,
ade20k/ADE_val_00001542.jpg,train,224,224,112,112,ade20k/ADE_val_00001542_color.png,ade20k/ADE_val_00001542_object.png,ade20k/ADE_val_00001542_part_1.png,,1083,
ade20k/ADE_train_00016974.jpg,train,224,224,112,112,ade20k/ADE_train_00016974_color.png,ade20k/ADE_train_00016974_object.png,ade20k/ADE_train_00016974_part_1.png;ade20k/ADE_train_00016974_part_2.png,,59,
ade20k/ADE_train_00006810.jpg,train,224,224,112,112,ade20k/ADE_train_00006810_color.png,ade20k/ADE_train_00006810_object.png,ade20k/ADE_train_00006810_part_1.png;ade20k/ADE_train_00006810_part_2.png,,559,
ade20k/ADE_train_00004318.jpg,train,224,224,112,112,ade20k/ADE_train_00004318_color.png,ade20k/ADE_train_00004318_object.png,,,863,
ade20k/ADE_train_00018488.jpg,train,224,224,112,112,ade20k/ADE_train_00018488_color.png,ade20k/ADE_train_00018488_object.png,,,59,
ade20k/ADE_train_00013057.jpg,train,224,224,112,112,ade20k/ADE_train_00013057_color.png,ade20k/ADE_train_00013057_object.png,,,,
ade20k/ADE_train_00010261.jpg,train,224,224,112,112,ade20k/ADE_train_00010261_color.png,ade20k/ADE_train_00010261_object.png,ade20k/ADE_train_00010261_part_1.png;ade20k/ADE_train_00010261_part_2.png,,134,
ade20k/ADE_train_00019704.jpg,train,224,224,112,112,ade20k/ADE_train_00019704_color.png,ade20k/ADE_train_00019704_object.png,,,511,
ade20k/ADE_train_00016060.jpg,train,224,224,112,112,ade20k/ADE_train_00016060_color.png,ade20k/ADE_train_00016060_object.png,,,947,
ade20k/ADE_val_00000224.jpg,train,224,224,112,112,ade20k/ADE_val_00000224_color.png,ade20k/ADE_val_00000224_object.png,ade20k/ADE_val_00000224_part_1.png,,876,
ade20k/ADE_train_00003707.jpg,train,224,224,112,112,ade20k/ADE_train_00003707_color.png,ade20k/ADE_train_00003707_object.png,,,83,
ade20k/ADE_train_00009580.jpg,train,224,224,112,112,ade20k/ADE_train_00009580_color.png,ade20k/ADE_train_00009580_object.png,,,302,
ade20k/ADE_train_00006511.jpg,train,224,224,112,112,ade20k/ADE_train_00006511_color.png,ade20k/ADE_train_00006511_object.png,,,955,
ade20k/ADE_train_00004242.jpg,train,224,224,112,112,ade20k/ADE_train_00004242_color.png,ade20k/ADE_train_00004242_object.png,ade20k/ADE_train_00004242_part_1.png;ade20k/ADE_train_00004242_part_2.png,,0,
ade20k/ADE_train_00017993.jpg,train,224,224,112,112,ade20k/ADE_train_00017993_color.png,ade20k/ADE_train_00017993_object.png,ade20k/ADE_train_00017993_part_1.png,,59,
